,relStudies
https://www.icpsr.umich.edu/web/ICPSR/studies/4357,27
https://www.icpsr.umich.edu/web/ICPSR/studies/36354,27
https://www.icpsr.umich.edu/web/ICPSR/studies/2805,27
https://www.icpsr.umich.edu/web/ICPSR/studies/28061,27
https://www.icpsr.umich.edu/web/ICPSR/studies/7628,27
https://www.icpsr.umich.edu/web/ICPSR/studies/2686,27
https://www.icpsr.umich.edu/web/ICPSR/series/229,27
https://www.icpsr.umich.edu/web/ICPSR/studies/6782,27
https://www.icpsr.umich.edu/web/ICPSR/studies/33021,27
https://www.icpsr.umich.edu/web/ICPSR/studies/2859,27
https://www.icpsr.umich.edu/web/ICPSR/studies/6538,27
https://www.icpsr.umich.edu/web/ICPSR/studies/37144,27
https://www.icpsr.umich.edu/web/ICPSR/studies/4297,27
https://www.icpsr.umich.edu/web/ICPSR/studies/21321,27
https://www.icpsr.umich.edu/web/ICPSR/studies/37841,26
https://www.icpsr.umich.edu/web/ICPSR/studies/34422,26
https://www.icpsr.umich.edu/web/ICPSR/studies/22883,26
https://www.icpsr.umich.edu/web/ICPSR/studies/3151,26
https://www.icpsr.umich.edu/web/ICPSR/studies/8973,26
https://www.icpsr.umich.edu/web/ICPSR/studies/22882,26
https://www.icpsr.umich.edu/web/ICPSR/studies/36074,26
https://www.icpsr.umich.edu/web/ICPSR/studies/34276,26
https://www.icpsr.umich.edu/web/ICPSR/studies/4560,26
https://www.icpsr.umich.edu/web/ICPSR/studies/34141,26
https://www.icpsr.umich.edu/web/ICPSR/studies/8496,26
https://www.icpsr.umich.edu/web/ICPSR/studies/34924,26
https://www.icpsr.umich.edu/web/ICPSR/studies/6784,26
https://www.icpsr.umich.edu/web/ICPSR/studies/6576,26
https://www.icpsr.umich.edu/web/ICPSR/studies/4262,26
https://www.icpsr.umich.edu/web/ICPSR/studies/6511,26
https://www.icpsr.umich.edu/web/ICPSR/studies/32881,26
https://www.icpsr.umich.edu/web/ICPSR/series/328,26
https://www.icpsr.umich.edu/web/ICPSR/studies/36499,26
https://www.icpsr.umich.edu/web/ICPSR/studies/3570,26
https://www.icpsr.umich.edu/web/ICPSR/studies/33042,26
https://www.icpsr.umich.edu/web/ICPSR/studies/8339,26
https://www.icpsr.umich.edu/web/ICPSR/studies/3228,26
https://www.icpsr.umich.edu/web/ICPSR/studies/8071,26
https://www.icpsr.umich.edu/web/ICPSR/series/43,26
https://www.icpsr.umich.edu/web/ICPSR/studies/33261,26
https://www.icpsr.umich.edu/web/ICPSR/studies/36628,26
https://www.icpsr.umich.edu/web/ICPSR/studies/2513,26
https://www.icpsr.umich.edu/web/ICPSR/studies/8295,26
https://www.icpsr.umich.edu/web/ICPSR/series/98,26
https://www.icpsr.umich.edu/web/ICPSR/studies/36558,26
https://www.icpsr.umich.edu/web/ICPSR/studies/37832,26
https://www.icpsr.umich.edu/web/ICPSR/studies/6008,26
https://www.icpsr.umich.edu/web/ICPSR/studies/36578,26
https://www.icpsr.umich.edu/web/ICPSR/studies/4090,26
https://www.icpsr.umich.edu/web/ICPSR/studies/9165,25
https://www.icpsr.umich.edu/web/ICPSR/studies/36568,25
https://www.icpsr.umich.edu/web/ICPSR/studies/7735,25
https://www.icpsr.umich.edu/web/ICPSR/studies/3571,25
https://www.icpsr.umich.edu/web/ICPSR/series/77,25
https://www.icpsr.umich.edu/web/ICPSR/studies/34382,25
https://www.icpsr.umich.edu/web/ICPSR/studies/6738,25
https://www.icpsr.umich.edu/web/ICPSR/studies/24503,25
https://www.icpsr.umich.edu/web/ICPSR/studies/23344,25
https://www.icpsr.umich.edu/web/ICPSR/studies/7015,25
https://www.icpsr.umich.edu/web/ICPSR/studies/36571,25
https://www.icpsr.umich.edu/web/ICPSR/studies/7657,25
https://www.icpsr.umich.edu/web/ICPSR/studies/13697,25
https://www.icpsr.umich.edu/web/ICPSR/studies/3226,25
https://www.icpsr.umich.edu/web/ICPSR/studies/4561,25
https://www.icpsr.umich.edu/web/ICPSR/studies/7233,25
https://www.icpsr.umich.edu/web/ICPSR/series/70,25
https://www.icpsr.umich.edu/web/ICPSR/studies/33506,25
https://www.icpsr.umich.edu/web/ICPSR/studies/8255,25
https://www.icpsr.umich.edu/web/ICPSR/studies/35292,25
https://www.icpsr.umich.edu/web/ICPSR/studies/6855,25
https://www.icpsr.umich.edu/web/ICPSR/studies/7636,25
https://www.icpsr.umich.edu/web/ICPSR/studies/36373,25
https://www.icpsr.umich.edu/web/ICPSR/studies/9199,25
https://www.icpsr.umich.edu/web/ICPSR/studies/36281,25
https://www.icpsr.umich.edu/web/ICPSR/studies/7865,25
https://www.icpsr.umich.edu/web/ICPSR/studies/23440,25
https://www.icpsr.umich.edu/web/ICPSR/studies/4256,25
https://www.icpsr.umich.edu/web/ICPSR/studies/9735,25
https://www.icpsr.umich.edu/web/ICPSR/studies/24741,25
https://www.icpsr.umich.edu/web/ICPSR/studies/3568,25
https://www.icpsr.umich.edu/web/ICPSR/studies/9600,25
https://www.icpsr.umich.edu/web/ICPSR/studies/7737,25
https://www.icpsr.umich.edu/web/ICPSR/series/327,25
https://www.icpsr.umich.edu/web/ICPSR/studies/9284,25
https://www.icpsr.umich.edu/web/ICPSR/studies/23420,25
https://www.icpsr.umich.edu/web/ICPSR/studies/30081,25
https://www.icpsr.umich.edu/web/ICPSR/studies/30082,25
https://www.icpsr.umich.edu/web/ICPSR/studies/35027,25
https://www.icpsr.umich.edu/web/ICPSR/studies/8409,25
https://www.icpsr.umich.edu/web/ICPSR/studies/6047,25
https://www.icpsr.umich.edu/web/ICPSR/studies/7869,25
https://www.icpsr.umich.edu/web/ICPSR/studies/28161,25
https://www.icpsr.umich.edu/web/ICPSR/studies/9725,25
https://www.icpsr.umich.edu/web/ICPSR/studies/8985,25
https://www.icpsr.umich.edu/web/ICPSR/studies/8371,25
https://www.icpsr.umich.edu/web/ICPSR/studies/28142,24
https://www.icpsr.umich.edu/web/ICPSR/studies/30862,24
https://www.icpsr.umich.edu/web/ICPSR/studies/21120,24
https://www.icpsr.umich.edu/web/ICPSR/studies/6264,24
https://www.icpsr.umich.edu/web/ICPSR/studies/8989,24
https://www.icpsr.umich.edu/web/ICPSR/studies/34364,24
https://www.icpsr.umich.edu/web/ICPSR/series/94,24
https://www.icpsr.umich.edu/web/ICPSR/studies/36527,24
https://www.icpsr.umich.edu/web/ICPSR/studies/4587,24
https://www.icpsr.umich.edu/web/ICPSR/studies/4099,24
https://www.icpsr.umich.edu/web/ICPSR/studies/9394,24
https://www.icpsr.umich.edu/web/ICPSR/studies/2559,24
https://www.icpsr.umich.edu/web/ICPSR/studies/7612,24
https://www.icpsr.umich.edu/web/ICPSR/studies/7604,24
https://www.icpsr.umich.edu/web/ICPSR/studies/35481,24
https://www.icpsr.umich.edu/web/ICPSR/studies/6955,24
https://www.icpsr.umich.edu/web/ICPSR/studies/2880,24
https://www.icpsr.umich.edu/web/ICPSR/studies/60,24
https://www.icpsr.umich.edu/web/ICPSR/studies/34320,24
https://www.icpsr.umich.edu/web/ICPSR/studies/3821,24
https://www.icpsr.umich.edu/web/ICPSR/studies/2018,24
https://www.icpsr.umich.edu/web/ICPSR/series/726,24
https://www.icpsr.umich.edu/web/ICPSR/studies/33881,24
https://www.icpsr.umich.edu/web/ICPSR/studies/34381,24
https://www.icpsr.umich.edu/web/ICPSR/studies/34321,24
https://www.icpsr.umich.edu/web/ICPSR/studies/2039,24
https://www.icpsr.umich.edu/web/ICPSR/studies/3468,24
https://www.icpsr.umich.edu/web/ICPSR/studies/2029,24
https://www.icpsr.umich.edu/web/ICPSR/studies/9307,24
https://www.icpsr.umich.edu/web/ICPSR/studies/22881,24
https://www.icpsr.umich.edu/web/ICPSR/studies/35257,24
https://www.icpsr.umich.edu/web/ICPSR/studies/3440,24
https://www.icpsr.umich.edu/web/ICPSR/studies/2841,24
https://www.icpsr.umich.edu/web/ICPSR/studies/2855,24
https://www.icpsr.umich.edu/web/ICPSR/studies/4205,24
https://www.icpsr.umich.edu/web/ICPSR/studies/4559,24
https://www.icpsr.umich.edu/web/ICPSR/studies/34973,24
https://www.icpsr.umich.edu/web/ICPSR/studies/9251,24
https://www.icpsr.umich.edu/web/ICPSR/studies/2894,24
https://www.icpsr.umich.edu/web/ICPSR/studies/21500,23
https://www.icpsr.umich.edu/web/ICPSR/studies/23346,23
https://www.icpsr.umich.edu/web/ICPSR/studies/8234,23
https://www.icpsr.umich.edu/web/ICPSR/studies/36755,23
https://www.icpsr.umich.edu/web/ICPSR/studies/32404,23
https://www.icpsr.umich.edu/web/ICPSR/studies/4553,23
https://www.icpsr.umich.edu/web/ICPSR/studies/7379,23
https://www.icpsr.umich.edu/web/ICPSR/studies/8942,23
https://www.icpsr.umich.edu/web/ICPSR/studies/6038,23
https://www.icpsr.umich.edu/web/ICPSR/studies/37059,23
https://www.icpsr.umich.edu/web/ICPSR/studies/6164,23
https://www.icpsr.umich.edu/web/ICPSR/studies/6509,23
https://www.icpsr.umich.edu/web/ICPSR/studies/7402,23
https://www.icpsr.umich.edu/web/ICPSR/studies/6984,23
https://www.icpsr.umich.edu/web/ICPSR/studies/29263,23
https://www.icpsr.umich.edu/web/ICPSR/series/99,23
https://www.icpsr.umich.edu/web/ICPSR/studies/8418,23
https://www.icpsr.umich.edu/web/ICPSR/studies/25781,23
https://www.icpsr.umich.edu/web/ICPSR/studies/32901,23
https://www.icpsr.umich.edu/web/ICPSR/studies/9054,23
https://www.icpsr.umich.edu/web/ICPSR/studies/2660,23
https://www.icpsr.umich.edu/web/ICPSR/studies/37831,23
https://www.icpsr.umich.edu/web/ICPSR/studies/7790,23
https://www.icpsr.umich.edu/web/ICPSR/studies/34984,23
https://www.icpsr.umich.edu/web/ICPSR/studies/4381,23
https://www.icpsr.umich.edu/web/ICPSR/studies/36350,23
https://www.icpsr.umich.edu/web/ICPSR/studies/36561,23
https://www.icpsr.umich.edu/web/ICPSR/studies/34718,23
https://www.icpsr.umich.edu/web/ICPSR/studies/6118,23
https://www.icpsr.umich.edu/web/ICPSR/studies/9850,23
https://www.icpsr.umich.edu/web/ICPSR/studies/36758,23
https://www.icpsr.umich.edu/web/ICPSR/studies/37237,23
https://www.icpsr.umich.edu/web/ICPSR/studies/36525,23
https://www.icpsr.umich.edu/web/ICPSR/studies/7709,23
https://www.icpsr.umich.edu/web/ICPSR/studies/2539,23
https://www.icpsr.umich.edu/web/ICPSR/studies/20004,23
https://www.icpsr.umich.edu/web/ICPSR/studies/4469,23
https://www.icpsr.umich.edu/web/ICPSR/studies/3674,23
https://www.icpsr.umich.edu/web/ICPSR/studies/36760,23
https://www.icpsr.umich.edu/web/ICPSR/studies/8334,23
https://www.icpsr.umich.edu/web/ICPSR/studies/8263,23
https://www.icpsr.umich.edu/web/ICPSR/studies/36422,23
https://www.icpsr.umich.edu/web/ICPSR/studies/6143,23
https://www.icpsr.umich.edu/web/ICPSR/studies/7778,23
https://www.icpsr.umich.edu/web/ICPSR/studies/36053,23
https://www.icpsr.umich.edu/web/ICPSR/studies/34717,23
https://www.icpsr.umich.edu/web/ICPSR/studies/8316,23
https://www.icpsr.umich.edu/web/ICPSR/studies/30961,23
https://www.icpsr.umich.edu/web/ICPSR/studies/34488,23
https://www.icpsr.umich.edu/web/ICPSR/studies/3209,22
https://www.icpsr.umich.edu/web/ICPSR/studies/7511,22
https://www.icpsr.umich.edu/web/ICPSR/studies/3795,22
https://www.icpsr.umich.edu/web/ICPSR/studies/37404,22
https://www.icpsr.umich.edu/web/ICPSR/studies/35012,22
https://www.icpsr.umich.edu/web/ICPSR/studies/21282,22
https://www.icpsr.umich.edu/web/ICPSR/studies/35603,22
https://www.icpsr.umich.edu/web/ICPSR/studies/36743,22
https://www.icpsr.umich.edu/web/ICPSR/studies/9686,22
https://www.icpsr.umich.edu/web/ICPSR/studies/9551,22
https://www.icpsr.umich.edu/web/ICPSR/studies/7947,22
https://www.icpsr.umich.edu/web/ICPSR/studies/3064,22
https://www.icpsr.umich.edu/web/ICPSR/studies/4432,22
https://www.icpsr.umich.edu/web/ICPSR/studies/9023,22
https://www.icpsr.umich.edu/web/ICPSR/studies/36421,22
https://www.icpsr.umich.edu/web/ICPSR/studies/32601,22
https://www.icpsr.umich.edu/web/ICPSR/studies/6460,22
https://www.icpsr.umich.edu/web/ICPSR/studies/7225,22
https://www.icpsr.umich.edu/web/ICPSR/studies/2036,22
https://www.icpsr.umich.edu/web/ICPSR/studies/7261,22
https://www.icpsr.umich.edu/web/ICPSR/studies/31332,22
https://www.icpsr.umich.edu/web/ICPSR/studies/4145,22
https://www.icpsr.umich.edu/web/ICPSR/studies/34319,22
https://www.icpsr.umich.edu/web/ICPSR/studies/31324,22
https://www.icpsr.umich.edu/web/ICPSR/studies/34380,22
https://www.icpsr.umich.edu/web/ICPSR/studies/4576,22
https://www.icpsr.umich.edu/web/ICPSR/studies/34945,22
https://www.icpsr.umich.edu/web/ICPSR/studies/22880,22
https://www.icpsr.umich.edu/web/ICPSR/studies/35029,22
https://www.icpsr.umich.edu/web/ICPSR/studies/6358,22
https://www.icpsr.umich.edu/web/ICPSR/studies/8001,22
https://www.icpsr.umich.edu/web/ICPSR/series/161,22
https://www.icpsr.umich.edu/web/ICPSR/studies/35526,22
https://www.icpsr.umich.edu/web/ICPSR/studies/3750,22
https://www.icpsr.umich.edu/web/ICPSR/studies/4078,22
https://www.icpsr.umich.edu/web/ICPSR/studies/25021,22
https://www.icpsr.umich.edu/web/ICPSR/studies/8170,22
https://www.icpsr.umich.edu/web/ICPSR/studies/8076,22
https://www.icpsr.umich.edu/web/ICPSR/studies/6437,22
https://www.icpsr.umich.edu/web/ICPSR/studies/36128,22
https://www.icpsr.umich.edu/web/ICPSR/studies/2744,22
https://www.icpsr.umich.edu/web/ICPSR/studies/7908,22
https://www.icpsr.umich.edu/web/ICPSR/studies/9741,22
https://www.icpsr.umich.edu/web/ICPSR/studies/3997,22
https://www.icpsr.umich.edu/web/ICPSR/studies/9073,22
https://www.icpsr.umich.edu/web/ICPSR/studies/9074,22
https://www.icpsr.umich.edu/web/ICPSR/studies/9373,22
https://www.icpsr.umich.edu/web/ICPSR/studies/7727,22
https://www.icpsr.umich.edu/web/ICPSR/studies/7728,22
https://www.icpsr.umich.edu/web/ICPSR/studies/6663,22
https://www.icpsr.umich.edu/web/ICPSR/studies/9574,22
https://www.icpsr.umich.edu/web/ICPSR/studies/28361,22
https://www.icpsr.umich.edu/web/ICPSR/studies/7818,22
https://www.icpsr.umich.edu/web/ICPSR/studies/37138,22
https://www.icpsr.umich.edu/web/ICPSR/studies/25865,22
https://www.icpsr.umich.edu/web/ICPSR/studies/8908,22
https://www.icpsr.umich.edu/web/ICPSR/studies/36277,22
https://www.icpsr.umich.edu/web/ICPSR/studies/8901,22
https://www.icpsr.umich.edu/web/ICPSR/studies/9549,22
https://www.icpsr.umich.edu/web/ICPSR/studies/35624,22
https://www.icpsr.umich.edu/web/ICPSR/studies/37859,22
https://www.icpsr.umich.edu/web/ICPSR/studies/8625,22
https://www.icpsr.umich.edu/web/ICPSR/studies/9414,22
https://www.icpsr.umich.edu/web/ICPSR/studies/36603,22
https://www.icpsr.umich.edu/web/ICPSR/studies/3569,22
https://www.icpsr.umich.edu/web/ICPSR/studies/5021,22
https://www.icpsr.umich.edu/web/ICPSR/studies/7629,22
https://www.icpsr.umich.edu/web/ICPSR/studies/7757,22
https://www.icpsr.umich.edu/web/ICPSR/studies/35534,22
https://www.icpsr.umich.edu/web/ICPSR/studies/8250,22
https://www.icpsr.umich.edu/web/ICPSR/studies/6159,22
https://www.icpsr.umich.edu/web/ICPSR/studies/25928,22
https://www.icpsr.umich.edu/web/ICPSR/studies/34741,22
https://www.icpsr.umich.edu/web/ICPSR/studies/4049,22
https://www.icpsr.umich.edu/web/ICPSR/studies/32561,22
https://www.icpsr.umich.edu/web/ICPSR/studies/4562,22
https://www.icpsr.umich.edu/web/ICPSR/studies/35256,22
https://www.icpsr.umich.edu/web/ICPSR/studies/34275,21
https://www.icpsr.umich.edu/web/ICPSR/studies/25642,21
https://www.icpsr.umich.edu/web/ICPSR/studies/6484,21
https://www.icpsr.umich.edu/web/ICPSR/studies/29428,21
https://www.icpsr.umich.edu/web/ICPSR/studies/35629,21
https://www.icpsr.umich.edu/web/ICPSR/studies/31325,21
https://www.icpsr.umich.edu/web/ICPSR/studies/36722,21
https://www.icpsr.umich.edu/web/ICPSR/studies/36947,21
https://www.icpsr.umich.edu/web/ICPSR/studies/36514,21
https://www.icpsr.umich.edu/web/ICPSR/studies/20020,21
https://www.icpsr.umich.edu/web/ICPSR/studies/9410,21
https://www.icpsr.umich.edu/web/ICPSR/series/252,21
https://www.icpsr.umich.edu/web/ICPSR/studies/2408,21
https://www.icpsr.umich.edu/web/ICPSR/studies/13659,21
https://www.icpsr.umich.edu/web/ICPSR/studies/9481,21
https://www.icpsr.umich.edu/web/ICPSR/studies/9203,21
https://www.icpsr.umich.edu/web/ICPSR/studies/9206,21
https://www.icpsr.umich.edu/web/ICPSR/studies/7634,21
https://www.icpsr.umich.edu/web/ICPSR/studies/31323,21
https://www.icpsr.umich.edu/web/ICPSR/studies/3291,21
https://www.icpsr.umich.edu/web/ICPSR/studies/9269,21
https://www.icpsr.umich.edu/web/ICPSR/studies/6165,21
https://www.icpsr.umich.edu/web/ICPSR/series/706,21
https://www.icpsr.umich.edu/web/ICPSR/studies/6940,21
https://www.icpsr.umich.edu/web/ICPSR/studies/9670,21
https://www.icpsr.umich.edu/web/ICPSR/studies/34630,21
https://www.icpsr.umich.edu/web/ICPSR/studies/27121,21
https://www.icpsr.umich.edu/web/ICPSR/studies/5905,21
https://www.icpsr.umich.edu/web/ICPSR/studies/13396,21
https://www.icpsr.umich.edu/web/ICPSR/studies/37828,21
https://www.icpsr.umich.edu/web/ICPSR/studies/9445,21
https://www.icpsr.umich.edu/web/ICPSR/studies/22140,21
https://www.icpsr.umich.edu/web/ICPSR/studies/3512,21
https://www.icpsr.umich.edu/web/ICPSR/studies/2876,21
https://www.icpsr.umich.edu/web/ICPSR/series/2,21
https://www.icpsr.umich.edu/web/ICPSR/studies/9857,21
https://www.icpsr.umich.edu/web/ICPSR/series/45,21
https://www.icpsr.umich.edu/web/ICPSR/studies/35030,21
https://www.icpsr.umich.edu/web/ICPSR/studies/6648,21
https://www.icpsr.umich.edu/web/ICPSR/studies/9907,21
https://www.icpsr.umich.edu/web/ICPSR/studies/8513,21
https://www.icpsr.umich.edu/web/ICPSR/studies/3678,21
https://www.icpsr.umich.edu/web/ICPSR/studies/7317,21
https://www.icpsr.umich.edu/web/ICPSR/studies/3436,21
https://www.icpsr.umich.edu/web/ICPSR/studies/8484,21
https://www.icpsr.umich.edu/web/ICPSR/studies/34870,21
https://www.icpsr.umich.edu/web/ICPSR/studies/7959,21
https://www.icpsr.umich.edu/web/ICPSR/studies/34438,21
https://www.icpsr.umich.edu/web/ICPSR/studies/36962,21
https://www.icpsr.umich.edu/web/ICPSR/studies/7660,21
https://www.icpsr.umich.edu/web/ICPSR/studies/8657,21
https://www.icpsr.umich.edu/web/ICPSR/studies/8938,21
https://www.icpsr.umich.edu/web/ICPSR/studies/8114,21
https://www.icpsr.umich.edu/web/ICPSR/studies/9809,21
https://www.icpsr.umich.edu/web/ICPSR/studies/3052,21
https://www.icpsr.umich.edu/web/ICPSR/studies/34681,21
https://www.icpsr.umich.edu/web/ICPSR/studies/35510,21
https://www.icpsr.umich.edu/web/ICPSR/studies/6035,21
https://www.icpsr.umich.edu/web/ICPSR/studies/28001,21
https://www.icpsr.umich.edu/web/ICPSR/studies/4334,21
https://www.icpsr.umich.edu/web/ICPSR/studies/29642,21
https://www.icpsr.umich.edu/web/ICPSR/studies/7991,21
https://www.icpsr.umich.edu/web/ICPSR/series/11,20
https://www.icpsr.umich.edu/web/ICPSR/studies/3437,20
https://www.icpsr.umich.edu/web/ICPSR/studies/2281,20
https://www.icpsr.umich.edu/web/ICPSR/studies/32341,20
https://www.icpsr.umich.edu/web/ICPSR/studies/2205,20
https://www.icpsr.umich.edu/web/ICPSR/studies/9415,20
https://www.icpsr.umich.edu/web/ICPSR/studies/8052,20
https://www.icpsr.umich.edu/web/ICPSR/studies/8715,20
https://www.icpsr.umich.edu/web/ICPSR/studies/6452,20
https://www.icpsr.umich.edu/web/ICPSR/studies/29648,20
https://www.icpsr.umich.edu/web/ICPSR/studies/7418,20
https://www.icpsr.umich.edu/web/ICPSR/studies/31861,20
https://www.icpsr.umich.edu/web/ICPSR/studies/25110,20
https://www.icpsr.umich.edu/web/ICPSR/studies/36411,20
https://www.icpsr.umich.edu/web/ICPSR/studies/38185,20
https://www.icpsr.umich.edu/web/ICPSR/studies/28362,20
https://www.icpsr.umich.edu/web/ICPSR/studies/9964,20
https://www.icpsr.umich.edu/web/ICPSR/studies/23340,20
https://www.icpsr.umich.edu/web/ICPSR/studies/6427,20
https://www.icpsr.umich.edu/web/ICPSR/studies/37692,20
https://www.icpsr.umich.edu/web/ICPSR/studies/28366,20
https://www.icpsr.umich.edu/web/ICPSR/studies/37135,20
https://www.icpsr.umich.edu/web/ICPSR/series/68,20
https://www.icpsr.umich.edu/web/ICPSR/studies/31331,20
https://www.icpsr.umich.edu/web/ICPSR/studies/23342,20
https://www.icpsr.umich.edu/web/ICPSR/studies/7957,20
https://www.icpsr.umich.edu/web/ICPSR/studies/30795,20
https://www.icpsr.umich.edu/web/ICPSR/studies/21080,20
https://www.icpsr.umich.edu/web/ICPSR/studies/8411,20
https://www.icpsr.umich.edu/web/ICPSR/studies/7618,20
https://www.icpsr.umich.edu/web/ICPSR/studies/34314,20
https://www.icpsr.umich.edu/web/ICPSR/studies/13602,20
https://www.icpsr.umich.edu/web/ICPSR/studies/8612,20
https://www.icpsr.umich.edu/web/ICPSR/studies/25111,20
https://www.icpsr.umich.edu/web/ICPSR/studies/4024,20
https://www.icpsr.umich.edu/web/ICPSR/studies/23940,20
https://www.icpsr.umich.edu/web/ICPSR/studies/4273,20
https://www.icpsr.umich.edu/web/ICPSR/studies/6837,20
https://www.icpsr.umich.edu/web/ICPSR/series/58,20
https://www.icpsr.umich.edu/web/ICPSR/studies/31881,20
https://www.icpsr.umich.edu/web/ICPSR/studies/8079,20
https://www.icpsr.umich.edu/web/ICPSR/studies/6161,20
https://www.icpsr.umich.edu/web/ICPSR/studies/13615,20
https://www.icpsr.umich.edu/web/ICPSR/studies/8457,20
https://www.icpsr.umich.edu/web/ICPSR/studies/36804,20
https://www.icpsr.umich.edu/web/ICPSR/studies/7616,20
https://www.icpsr.umich.edu/web/ICPSR/studies/4673,20
https://www.icpsr.umich.edu/web/ICPSR/studies/34550,20
https://www.icpsr.umich.edu/web/ICPSR/studies/3074,20
https://www.icpsr.umich.edu/web/ICPSR/studies/9982,20
https://www.icpsr.umich.edu/web/ICPSR/studies/7330,20
https://www.icpsr.umich.edu/web/ICPSR/studies/35333,20
https://www.icpsr.umich.edu/web/ICPSR/studies/29652,20
https://www.icpsr.umich.edu/web/ICPSR/studies/2893,20
https://www.icpsr.umich.edu/web/ICPSR/studies/7234,20
https://www.icpsr.umich.edu/web/ICPSR/studies/8875,20
https://www.icpsr.umich.edu/web/ICPSR/studies/37415,20
https://www.icpsr.umich.edu/web/ICPSR/studies/7416,20
https://www.icpsr.umich.edu/web/ICPSR/studies/34931,20
https://www.icpsr.umich.edu/web/ICPSR/studies/36946,19
https://www.icpsr.umich.edu/web/ICPSR/studies/37181,19
https://www.icpsr.umich.edu/web/ICPSR/studies/37639,19
https://www.icpsr.umich.edu/web/ICPSR/studies/4098,19
https://www.icpsr.umich.edu/web/ICPSR/studies/37520,19
https://www.icpsr.umich.edu/web/ICPSR/studies/36744,19
https://www.icpsr.umich.edu/web/ICPSR/series/83,19
https://www.icpsr.umich.edu/web/ICPSR/studies/28363,19
https://www.icpsr.umich.edu/web/ICPSR/studies/28365,19
https://www.icpsr.umich.edu/web/ICPSR/studies/31326,19
https://www.icpsr.umich.edu/web/ICPSR/studies/2346,19
https://www.icpsr.umich.edu/web/ICPSR/studies/4367,19
https://www.icpsr.umich.edu/web/ICPSR/studies/13583,19
https://www.icpsr.umich.edu/web/ICPSR/studies/7958,19
https://www.icpsr.umich.edu/web/ICPSR/studies/25112,19
https://www.icpsr.umich.edu/web/ICPSR/studies/35584,19
https://www.icpsr.umich.edu/web/ICPSR/studies/24865,19
https://www.icpsr.umich.edu/web/ICPSR/studies/36937,19
https://www.icpsr.umich.edu/web/ICPSR/studies/8911,19
https://www.icpsr.umich.edu/web/ICPSR/studies/36773,19
https://www.icpsr.umich.edu/web/ICPSR/studies/8544,19
https://www.icpsr.umich.edu/web/ICPSR/studies/36942,19
https://www.icpsr.umich.edu/web/ICPSR/studies/6414,19
https://www.icpsr.umich.edu/web/ICPSR/studies/25924,19
https://www.icpsr.umich.edu/web/ICPSR/studies/2678,19
https://www.icpsr.umich.edu/web/ICPSR/studies/2835,19
https://www.icpsr.umich.edu/web/ICPSR/studies/6717,19
https://www.icpsr.umich.edu/web/ICPSR/studies/9824,19
https://www.icpsr.umich.edu/web/ICPSR/studies/22161,19
https://www.icpsr.umich.edu/web/ICPSR/studies/3801,19
https://www.icpsr.umich.edu/web/ICPSR/studies/9057,19
https://www.icpsr.umich.edu/web/ICPSR/studies/20100,19
https://www.icpsr.umich.edu/web/ICPSR/studies/35647,19
https://www.icpsr.umich.edu/web/ICPSR/studies/37645,19
https://www.icpsr.umich.edu/web/ICPSR/studies/30122,19
https://www.icpsr.umich.edu/web/ICPSR/studies/3864,19
https://www.icpsr.umich.edu/web/ICPSR/studies/8222,19
https://www.icpsr.umich.edu/web/ICPSR/studies/7838,19
https://www.icpsr.umich.edu/web/ICPSR/studies/31330,19
https://www.icpsr.umich.edu/web/ICPSR/studies/5022,19
https://www.icpsr.umich.edu/web/ICPSR/studies/4356,19
https://www.icpsr.umich.edu/web/ICPSR/studies/7672,19
https://www.icpsr.umich.edu/web/ICPSR/studies/7580,19
https://www.icpsr.umich.edu/web/ICPSR/studies/6518,19
https://www.icpsr.umich.edu/web/ICPSR/studies/7964,19
https://www.icpsr.umich.edu/web/ICPSR/studies/9974,19
https://www.icpsr.umich.edu/web/ICPSR/studies/21480,19
https://www.icpsr.umich.edu/web/ICPSR/studies/2347,19
https://www.icpsr.umich.edu/web/ICPSR/studies/30221,19
https://www.icpsr.umich.edu/web/ICPSR/studies/8166,19
https://www.icpsr.umich.edu/web/ICPSR/studies/8680,19
https://www.icpsr.umich.edu/web/ICPSR/studies/22441,19
https://www.icpsr.umich.edu/web/ICPSR/studies/75,19
https://www.icpsr.umich.edu/web/ICPSR/studies/35585,19
https://www.icpsr.umich.edu/web/ICPSR/studies/8,19
https://www.icpsr.umich.edu/web/ICPSR/studies/6407,19
https://www.icpsr.umich.edu/web/ICPSR/studies/20348,19
https://www.icpsr.umich.edu/web/ICPSR/studies/8066,19
https://www.icpsr.umich.edu/web/ICPSR/studies/6666,19
https://www.icpsr.umich.edu/web/ICPSR/studies/6048,19
https://www.icpsr.umich.edu/web/ICPSR/studies/6195,19
https://www.icpsr.umich.edu/web/ICPSR/studies/36474,19
https://www.icpsr.umich.edu/web/ICPSR/studies/34390,19
https://www.icpsr.umich.edu/web/ICPSR/studies/6650,19
https://www.icpsr.umich.edu/web/ICPSR/studies/4579,19
https://www.icpsr.umich.edu/web/ICPSR/studies/9847,19
https://www.icpsr.umich.edu/web/ICPSR/studies/4670,18
https://www.icpsr.umich.edu/web/ICPSR/studies/23820,18
https://www.icpsr.umich.edu/web/ICPSR/studies/3991,18
https://www.icpsr.umich.edu/web/ICPSR/studies/9210,18
https://www.icpsr.umich.edu/web/ICPSR/studies/34241,18
